# The binding energies of H to 1-Vac (MD, Bonny et. al., EAM1); NH Eb
1 1.2536
2 1.2436
3 0.7984
4 0.6430
5 0.5763
6 0.5469
7 0.5509
8 0.3195
9 0.2390
10 0.1591
